Date,Open,High,Low,Close
2021-06-14,612.22998046875,625.489990234375,609.1799926757812,617.6900024414062
2021-06-15,616.6900024414062,616.7899780273438,598.22998046875,599.3599853515625
2021-06-16,597.5399780273438,608.5,593.5,604.8699951171875
2021-06-17,601.8900146484375,621.469970703125,601.3400268554688,616.5999755859375
2021-06-18,613.3699951171875,628.3499755859375,611.7999877929688,623.3099975585938
2021-06-21,624.47998046875,631.3900146484375,608.8800048828125,620.8300170898438
2021-06-22,618.25,628.5700073242188,615.5,623.7100219726562
2021-06-23,632.0,657.2000122070312,630.0399780273438,656.5700073242188
2021-06-24,674.989990234375,697.6199951171875,667.6099853515625,679.8200073242188
2021-06-25,689.5800170898438,693.8099975585938,668.7000122070312,671.8699951171875
2021-06-28,671.6400146484375,694.7000122070312,670.3200073242188,688.719970703125
2021-06-29,684.6500244140625,687.510009765625,675.8900146484375,680.760009765625
2021-06-30,679.77001953125,692.8099975585938,678.1400146484375,679.7000122070312
2021-07-01,683.9199829101562,687.989990234375,672.7999877929688,677.9199829101562
2021-07-02,678.97998046875,700.0,673.260009765625,678.9000244140625
2021-07-06,681.7100219726562,684.0,651.4000244140625,659.5800170898438
2021-07-07,664.27001953125,665.7000122070312,638.3200073242188,644.6500244140625
2021-07-08,628.3699951171875,654.4299926757812,620.4600219726562,652.8099975585938
2021-07-09,653.1799926757812,658.9099731445312,644.6900024414062,656.9500122070312
2021-07-12,662.2000122070312,687.239990234375,662.1599731445312,685.7000122070312
2021-07-13,686.3200073242188,693.280029296875,666.2999877929688,668.5399780273438
2021-07-14,670.75,678.6099853515625,652.8400268554688,653.3800048828125
2021-07-15,658.3900146484375,666.1400146484375,637.8800048828125,650.5999755859375
2021-07-16,654.6799926757812,656.7000122070312,642.2000122070312,644.219970703125
2021-07-19,629.8900146484375,647.2000122070312,621.2899780273438,646.219970703125
2021-07-20,651.989990234375,662.3900146484375,640.5,660.5
2021-07-21,659.6099853515625,664.8599853515625,650.2899780273438,655.2899780273438
2021-07-22,656.4400024414062,662.1699829101562,644.5999755859375,649.260009765625
2021-07-23,646.3599853515625,648.7999877929688,637.2999877929688,643.3800048828125
2021-07-26,650.969970703125,668.2000122070312,647.1099853515625,657.6199951171875
2021-07-27,663.4000244140625,666.5,627.239990234375,644.780029296875
2021-07-28,647.0,654.969970703125,639.4000244140625,646.97998046875
2021-07-29,649.7899780273438,683.6900024414062,648.7999877929688,677.3499755859375
2021-07-30,671.760009765625,697.530029296875,669.0,687.2000122070312
2021-08-02,700.0,726.9400024414062,698.4000244140625,709.6699829101562
2021-08-03,719.0,722.6500244140625,701.010009765625,709.739990234375
2021-08-04,711.0,724.9000244140625,708.9299926757812,710.9199829101562
2021-08-05,716.0,720.9500122070312,711.4099731445312,714.6300048828125
2021-08-06,711.9000244140625,716.3300170898438,697.6300048828125,699.0999755859375
2021-08-09,710.1699829101562,719.030029296875,705.1300048828125,713.760009765625
2021-08-10,713.989990234375,716.5900268554688,701.8800048828125,709.989990234375
2021-08-11,712.7100219726562,715.1799926757812,704.2100219726562,707.8200073242188
2021-08-12,706.3400268554688,722.7999877929688,699.4000244140625,722.25
2021-08-13,723.7100219726562,729.9000244140625,714.3400268554688,717.1699829101562
2021-08-16,705.0700073242188,709.5,676.4000244140625,686.1699829101562
2021-08-17,672.6599731445312,674.5800170898438,648.8400268554688,665.7100219726562
2021-08-18,669.75,695.77001953125,669.3499755859375,688.989990234375
2021-08-19,678.2100219726562,686.5499877929688,667.5900268554688,673.469970703125
2021-08-20,682.8499755859375,692.1300048828125,673.7000122070312,680.260009765625
2021-08-23,685.4400024414062,712.1300048828125,680.75,706.2999877929688
2021-08-24,710.6799926757812,715.219970703125,702.6400146484375,708.489990234375
2021-08-25,707.030029296875,716.969970703125,704.0,711.2000122070312
2021-08-26,708.3099975585938,715.4000244140625,697.6199951171875,701.1599731445312
2021-08-27,705.0,715.0,702.0999755859375,711.9199829101562
2021-08-30,714.719970703125,731.0,712.72998046875,730.9099731445312
2021-08-31,733.0,740.3900146484375,726.4400024414062,735.719970703125
2021-09-01,734.0800170898438,741.989990234375,731.27001953125,734.0900268554688
2021-09-02,734.5,740.969970703125,730.5399780273438,732.3900146484375
2021-09-03,732.25,734.0,724.2000122070312,733.5700073242188
2021-09-07,740.0,760.2000122070312,739.260009765625,752.9199829101562
2021-09-08,761.5800170898438,764.4500122070312,740.77001953125,753.8699951171875
2021-09-09,753.4099731445312,762.0999755859375,751.6300048828125,754.8599853515625
2021-09-10,759.5999755859375,762.6099853515625,734.52001953125,736.27001953125
2021-09-13,740.2100219726562,744.780029296875,708.8499755859375,743.0
2021-09-14,742.5700073242188,754.469970703125,736.4000244140625,744.489990234375
2021-09-15,745.0,756.8599853515625,738.3599853515625,755.8300170898438
2021-09-16,752.8300170898438,758.9099731445312,747.6099853515625,756.989990234375
2021-09-17,757.1500244140625,761.0399780273438,750.0,759.489990234375
2021-09-20,734.5599975585938,742.0,718.6199951171875,730.1699829101562
2021-09-21,734.7899780273438,744.739990234375,730.4400024414062,739.3800048828125
2021-09-22,743.530029296875,753.6699829101562,739.1199951171875,751.9400024414062
2021-09-23,755.0,758.2000122070312,747.9199829101562,753.6400146484375
2021-09-24,745.8900146484375,774.7999877929688,744.5599975585938,774.3900146484375
2021-09-27,773.1199951171875,799.0,769.3099975585938,791.3599853515625
2021-09-28,787.2000122070312,795.6400146484375,766.1799926757812,777.5599975585938
2021-09-29,779.7999877929688,793.5,770.6799926757812,781.3099975585938
2021-09-30,781.0,789.1300048828125,775.0,775.47998046875
2021-10-01,778.4000244140625,780.780029296875,763.5900268554688,775.219970703125
2021-10-04,796.5,806.969970703125,776.1199951171875,781.530029296875
2021-10-05,784.7999877929688,797.3099975585938,774.2000122070312,780.5900268554688
2021-10-06,776.2000122070312,786.6599731445312,773.219970703125,782.75
2021-10-07,785.4600219726562,805.0,783.3800048828125,793.6099853515625
2021-10-08,796.2100219726562,796.3800048828125,780.9099731445312,785.489990234375
2021-10-11,787.6500244140625,801.239990234375,785.5,791.9400024414062
2021-10-12,800.9299926757812,812.3200073242188,796.5700073242188,805.719970703125
2021-10-13,810.469970703125,815.4099731445312,805.780029296875,811.0800170898438
2021-10-14,815.489990234375,820.25,813.3499755859375,818.3200073242188
2021-10-15,823.739990234375,843.2100219726562,822.3499755859375,843.030029296875
2021-10-18,851.7899780273438,875.260009765625,851.469970703125,870.1099853515625
2021-10-19,877.530029296875,877.9500122070312,862.510009765625,864.27001953125
2021-10-20,865.3499755859375,869.489990234375,857.3800048828125,865.7999877929688
2021-10-21,856.0,900.0,855.5,894.0
2021-10-22,895.5,910.0,890.9600219726562,909.6799926757812
2021-10-25,950.530029296875,1045.02001953125,944.2000122070312,1024.8599853515625
2021-10-26,1024.68994140625,1094.93994140625,1001.4400024414062,1018.4299926757812
2021-10-27,1039.6600341796875,1070.8800048828125,1030.780029296875,1037.8599853515625
2021-10-28,1068.31005859375,1081.0,1054.199951171875,1077.0400390625
2021-10-29,1081.8599853515625,1115.2099609375,1073.2099609375,1114.0
2021-11-01,1145.0,1209.75,1118.6600341796875,1208.5899658203125
2021-11-02,1159.3599853515625,1208.5899658203125,1146.0,1172.0
2021-11-03,1177.3299560546875,1215.3900146484375,1152.6199951171875,1213.8599853515625
2021-11-04,1234.4100341796875,1243.489990234375,1217.0,1229.9100341796875
2021-11-05,1228.0,1239.8699951171875,1208.0,1222.0899658203125
2021-11-08,1149.7900390625,1197.0,1133.0,1162.93994140625
2021-11-09,1173.5999755859375,1174.5,1011.52001953125,1023.5
2021-11-10,1010.4099731445312,1078.0999755859375,987.3099975585938,1067.949951171875
2021-11-11,1102.77001953125,1104.969970703125,1054.6800537109375,1063.510009765625
2021-11-12,1047.5,1054.5,1019.2000122070312,1033.4200439453125
2021-11-15,1017.6300048828124,1031.97998046875,978.5999755859376,1013.3900146484376
2021-11-16,1003.3099975585938,1057.199951171875,1002.1799926757812,1054.72998046875
2021-11-17,1063.510009765625,1119.6400146484375,1055.5,1089.010009765625
2021-11-18,1106.550048828125,1112.0,1075.02001953125,1096.3800048828125
2021-11-19,1098.8699951171875,1138.719970703125,1092.699951171875,1137.06005859375
2021-11-22,1162.3299560546875,1201.949951171875,1132.4300537109375,1156.8699951171875
2021-11-23,1167.510009765625,1180.5,1062.699951171875,1109.030029296875
2021-11-24,1080.3900146484375,1132.77001953125,1062.0,1116.0
2021-11-26,1099.469970703125,1108.780029296875,1081.0,1081.9200439453125
2021-11-29,1100.989990234375,1142.6700439453125,1100.18994140625,1136.989990234375
2021-11-30,1144.3699951171875,1168.0,1118.0,1144.760009765625
2021-12-01,1160.699951171875,1172.8399658203125,1090.760009765625,1095.0
2021-12-02,1099.06005859375,1113.0,1056.6500244140625,1084.5999755859375
2021-12-03,1084.7900390625,1090.5799560546875,1000.2100219726562,1014.969970703125
2021-12-06,1001.510009765625,1021.6400146484376,950.5,1009.010009765625
2021-12-07,1044.199951171875,1057.6700439453125,1026.81005859375,1051.75
2021-12-08,1052.7099609375,1072.3800048828125,1033.0,1068.9599609375
2021-12-09,1060.6400146484375,1062.489990234375,1002.3599853515624,1003.7999877929688
2021-12-10,1008.75,1020.97998046875,982.530029296875,1017.030029296875
2021-12-13,1001.0900268554688,1005.0,951.4199829101562,966.4099731445312
2021-12-14,945.0,966.4099731445312,930.0,958.510009765625
2021-12-15,953.2100219726562,978.75,928.25,975.989990234375
2021-12-16,994.5,994.97998046875,921.8499755859376,926.9199829101562
2021-12-17,914.77001953125,960.6599731445312,909.0399780273438,932.5700073242188
2021-12-20,910.7000122070312,921.6900024414062,893.3900146484375,899.9400024414062
2021-12-21,916.8699951171876,939.5,886.1199951171875,938.530029296875
2021-12-22,965.6599731445312,1015.6599731445312,957.0499877929688,1008.8699951171876
2021-12-23,1006.7999877929688,1072.97998046875,997.5599975585938,1067.0
2021-12-27,1073.6700439453125,1117.0,1070.719970703125,1093.93994140625
2021-12-28,1109.489990234375,1119.0,1078.4200439453125,1088.469970703125
2021-12-29,1098.6400146484375,1104.0,1064.1400146484375,1086.18994140625
2021-12-30,1061.3299560546875,1095.550048828125,1053.1500244140625,1070.3399658203125
2021-12-31,1073.43994140625,1082.0,1054.5899658203125,1056.780029296875
2022-01-03,1147.75,1201.0699462890625,1136.0400390625,1199.780029296875
2022-01-04,1189.550048828125,1208.0,1123.050048828125,1149.5899658203125
2022-01-05,1146.6500244140625,1170.3399658203125,1081.010009765625,1088.1199951171875
2022-01-06,1077.0,1088.0,1020.5,1064.699951171875
2022-01-07,1080.3699951171875,1080.9300537109375,1010.0,1026.9599609375
2022-01-10,1000.0,1059.0999755859375,980.0,1058.1199951171875
2022-01-11,1053.6700439453125,1075.8499755859375,1038.8199462890625,1064.4000244140625
2022-01-12,1078.8499755859375,1114.8399658203125,1072.5899658203125,1106.219970703125
2022-01-13,1109.0699462890625,1115.5999755859375,1026.5400390625,1031.56005859375
2022-01-14,1019.8800048828124,1052.0,1013.3800048828124,1049.6099853515625
2022-01-18,1026.6099853515625,1070.7900390625,1016.0599975585938,1030.510009765625
2022-01-19,1041.7099609375,1054.6700439453125,995.0,995.6500244140624
2022-01-20,1009.72998046875,1041.6600341796875,994.0,996.27001953125
2022-01-21,996.3400268554688,1004.5499877929688,940.5,943.9000244140624
2022-01-24,904.760009765625,933.510009765625,851.469970703125,930.0
2022-01-25,914.2000122070312,951.260009765625,903.2100219726562,918.4000244140624
2022-01-26,952.4299926757812,987.6900024414062,906.0,937.4099731445312
2022-01-27,933.3599853515624,935.3900146484376,829.0,829.0999755859375
2022-01-28,831.5599975585938,857.5,792.010009765625,846.3499755859375
2022-01-31,872.7100219726562,937.989990234375,862.0499877929688,936.719970703125
2022-02-01,935.2100219726562,943.7000122070312,905.0,931.25
2022-02-02,928.1799926757812,931.5,889.4099731445312,905.6599731445312
2022-02-03,882.0,937.0,880.52001953125,891.1400146484375
2022-02-04,897.219970703125,936.5,881.1699829101562,923.3200073242188
2022-02-07,923.7899780273438,947.77001953125,902.7100219726562,907.3400268554688
2022-02-08,905.530029296875,926.2899780273438,894.7999877929688,922.0
2022-02-09,935.0,946.27001953125,920.0,932.0
2022-02-10,908.3699951171876,943.8099975585938,896.7000122070312,904.5499877929688
2022-02-11,909.6300048828124,915.9600219726562,850.7000122070312,860.0
2022-02-14,861.5700073242188,898.8800048828125,853.1500244140625,875.760009765625
2022-02-15,900.0,923.0,893.3800048828125,922.4299926757812
2022-02-16,914.0499877929688,926.4299926757812,901.2100219726562,923.3900146484376
2022-02-17,913.260009765625,918.5,874.0999755859375,876.3499755859375
2022-02-18,886.0,886.8699951171875,837.6099853515625,856.97998046875
2022-02-22,834.1300048828125,856.72998046875,801.0999755859375,821.530029296875
2022-02-23,830.4299926757812,835.2999877929688,760.5599975585938,764.0399780273438
2022-02-24,700.3900146484375,802.47998046875,700.0,800.77001953125
2022-02-25,809.22998046875,819.5,782.4000244140625,809.8699951171875
2022-02-28,815.010009765625,876.8599853515625,814.7100219726562,870.4299926757812
2022-03-01,869.6799926757812,889.8800048828125,853.780029296875,864.3699951171875
2022-03-02,872.1300048828125,886.47998046875,844.27001953125,879.8900146484375
2022-03-03,878.77001953125,886.4400024414062,832.5999755859375,839.2899780273438
2022-03-04,849.0999755859375,855.6500244140625,825.1599731445312,838.2899780273438
2022-03-07,856.2999877929688,866.1400146484375,804.5700073242188,804.5800170898438
2022-03-08,795.530029296875,849.989990234375,782.1699829101562,824.4000244140625
2022-03-09,839.47998046875,860.5599975585938,832.010009765625,858.969970703125
2022-03-10,851.4500122070312,854.4500122070312,810.3599853515625,838.2999877929688
2022-03-11,840.2000122070312,843.7999877929688,793.77001953125,795.3499755859375
2022-03-14,780.6099853515625,800.7000122070312,756.0399780273438,766.3699951171875
2022-03-15,775.27001953125,805.5700073242188,756.5700073242188,801.8900146484375
2022-03-16,809.0,842.0,802.260009765625,840.22998046875
2022-03-17,830.989990234375,875.0,825.719970703125,871.5999755859375
2022-03-18,874.489990234375,907.8499755859376,867.3900146484375,905.3900146484376
2022-03-21,914.97998046875,942.8499755859376,907.0900268554688,921.1599731445312
2022-03-22,930.0,997.8599853515624,921.75,993.97998046875
2022-03-23,979.9400024414062,1040.699951171875,976.4000244140624,999.1099853515624
2022-03-24,1009.72998046875,1024.489990234375,988.7999877929688,1013.9199829101562
2022-03-25,1008.0,1021.7999877929688,997.3200073242188,1010.6400146484376
2022-03-28,1065.0999755859375,1097.8800048828125,1053.5999755859375,1091.8399658203125
2022-03-29,1107.989990234375,1114.77001953125,1073.1099853515625,1099.5699462890625
2022-03-30,1091.1700439453125,1113.949951171875,1084.0,1093.989990234375
2022-03-31,1094.5699462890625,1103.1400146484375,1076.6400146484375,1077.5999755859375
2022-04-01,1081.1500244140625,1094.75,1066.6400146484375,1084.5899658203125
2022-04-04,1089.3800048828125,1149.9100341796875,1072.530029296875,1145.449951171875
2022-04-05,1136.300048828125,1152.8699951171875,1087.300048828125,1091.260009765625
2022-04-06,1073.469970703125,1079.0,1027.699951171875,1045.760009765625
2022-04-07,1052.3900146484375,1076.5899658203125,1021.5399780273438,1057.260009765625
2022-04-08,1043.2099609375,1048.43994140625,1022.4400024414062,1025.489990234375
2022-04-11,980.4000244140624,1008.469970703125,974.6400146484376,975.9299926757812
2022-04-12,997.6400146484376,1021.1900024414062,976.5999755859376,986.9500122070312
2022-04-13,981.0800170898438,1026.239990234375,973.0999755859376,1022.3699951171876
2022-04-14,999.2899780273438,1012.7100219726562,982.1900024414062,985.0
2022-04-18,989.030029296875,1014.9199829101562,973.4099731445312,1004.2899780273438
2022-04-19,1005.0599975585938,1034.93994140625,995.3300170898438,1028.1500244140625
2022-04-20,1030.0,1034.0,975.25,977.2000122070312
2022-04-21,1074.72998046875,1092.219970703125,996.4199829101562,1008.780029296875
2022-04-22,1014.9099731445312,1034.8499755859375,994.0,1005.0499877929688
2022-04-25,978.969970703125,1008.6199951171876,975.2999877929688,998.02001953125
2022-04-26,995.4299926757812,1000.0,875.0,876.4199829101562
2022-04-27,898.5800170898438,918.0,877.3599853515625,881.510009765625
2022-04-28,899.97998046875,900.0,821.7000122070312,877.510009765625
2022-04-29,902.25,934.4000244140624,870.0,870.760009765625
2022-05-02,860.77001953125,906.3599853515624,848.030029296875,902.9400024414062
2022-05-03,903.1799926757812,924.0800170898438,888.5900268554688,909.25
2022-05-04,903.9400024414062,955.5,885.280029296875,952.6199951171876
2022-05-05,939.02001953125,945.5999755859376,857.7000122070312,873.280029296875
2022-05-06,887.0,888.0,843.1099853515625,865.6500244140625
2022-05-09,836.4500122070312,845.6300048828125,781.1500244140625,787.1099853515625
2022-05-10,819.3099975585938,825.3599853515625,774.25,800.0399780273438
2022-05-11,795.0,809.77001953125,727.2000122070312,734.0
2022-05-12,701.0,759.6599731445312,680.0,728.0
2022-05-13,773.47998046875,787.3499755859375,751.5700073242188,769.5900268554688
2022-05-16,767.1599731445312,769.760009765625,719.0900268554688,724.3699951171875
2022-05-17,747.3599853515625,764.47998046875,728.8499755859375,761.6099853515625
2022-05-18,744.52001953125,760.5,700.8099975585938,709.8099975585938
2022-05-19,707.0,734.0,694.1099853515625,709.4199829101562
2022-05-20,713.989990234375,721.5800170898438,633.0,663.9000244140625
2022-05-23,655.02001953125,679.9600219726562,638.0599975585938,674.9000244140625
2022-05-24,653.530029296875,653.9199829101562,620.5700073242188,628.1599731445312
2022-05-25,623.8499755859375,669.3200073242188,623.010009765625,658.7999877929688
2022-05-26,661.4199829101562,718.6699829101562,653.6599731445312,707.72998046875
2022-05-27,723.25,759.7999877929688,720.530029296875,759.6300048828125
2022-05-31,773.8400268554688,778.7999877929688,734.22998046875,758.260009765625
2022-06-01,755.1599731445312,771.97998046875,730.9199829101562,740.3699951171875
2022-06-02,732.469970703125,792.6300048828125,726.2000122070312,775.0
2022-06-03,729.6799926757812,743.3900146484375,700.25,703.5499877929688
2022-06-06,733.0599975585938,734.5999755859375,703.0499877929688,714.8400268554688
2022-06-07,702.0,719.989990234375,690.280029296875,716.6599731445312
2022-06-08,720.260009765625,749.8900146484375,717.530029296875,725.5999755859375
2022-06-09,748.02001953125,766.6400146484375,717.97998046875,719.1199951171875
2022-06-10,705.469970703125,718.5,683.739990234375,696.6900024414062
2022-06-13,669.5,679.9000244140625,644.0499877929688,647.2100219726562
